Fixture_ID,League,Time,Fixture,H_Goals_L5,A_Goals_L5,Labels,Status
19708446,Friendly International,2026-05-26 11:00:00,Burundi vs Morocco,8,8,🔥 BOTH 2H GOAL (100%) | 💀 AWAY H2H WINNER (100%),🔥 8+ Goals Verified
